Subject,Country,Value,Frequency
"Total less food, less energy",Switzerland,5.803367,Annual
"Total less food, less energy",Latvia,21.12802,Annual
"Total less food, less energy",United Kingdom,5.786047,Annual
"Total less food, less energy",G7,4.446734,Annual
"Total less food, less energy",Russia,2.971667,Annual
"Total less food, less energy",Hungary,20.85265,Annual
"Total less food, less energy",Sweden,50.17255,Annual
Total,Belgium,0.7407918,Annual
Total,Finland,-1.22217e-14,Annual
Total,Greece,2.895001,Annual
Total,Mexico,26.65167,Annual
Total,Portugal,2.662071,Annual
Total,Sweden,4.766202,Annual
Total,Brazil,6.32904,Annual
Total,India,2.946157,Annual
Total,G7,2.418538,Annual
Total,Latvia,3.534107,Annual
Total,Canada,6.301027,Annual
Total,Netherlands,56.56376,Annual
Total,Turkey,5.836901e-05,Annual
Total,Chile,10.45493,Annual
Total,G7,19.42597,Annual
Energy,Denmark,0.2652418,Annual
Energy,Germany,-2.826429,Annual
Energy,Japan,-2.494074,Annual
Energy,Mexico,2.502602,Annual
Energy,Norway,27.49811,Annual
Energy,Spain,15.27245,Annual
Energy,Estonia,7.983193,Annual
Energy,Austria,44.95966,Annual
Energy,Finland,18.82498,Annual
Energy,Mexico,5.058559,Annual
Energy,Israel,0.2388442,Annual
Energy,OECD - Europe,6.655339,Annual
Food,Australia,3.059577,Annual
Food,Germany,6.178813,Annual
Food,Iceland,7.980736,Annual
Food,Luxembourg,0.5355223,Annual
Food,Portugal,26.41528,Annual
Food,Switzerland,0.6701621,Annual
Food,Switzerland,-1.590968,Annual
Food,Israel,-0.008333334,Annual
Food,Slovenia,-13.8461,Annual
Food,Finland,11.69991,Annual
Food,Italy,47.36642,Annual
Food,Turkey,47.19321,Annual
"Total less food, less energy",Luxembourg,1.91451,Annual
"Total less food, less energy",Iceland,2.094059,Annual
"Total less food, less energy",Sweden,0.005167173,Annual
"Total less food, less energy",Israel,6.053929,Annual
"Total less food, less energy",Norway,1.202938,Annual
"Total less food, less energy",United States,2.501348,Annual
"Total less food, less energy",Korea,8.894286,Annual
"Total less food, less energy",Australia,13.13108,Annual
"Total less food, less energy",Ireland,49.53668,Annual
"Total less food, less energy",Turkey,57.42769,Annual
Total,Germany,2.075173,Annual
Total,Japan,4.9,Annual
Total,Slovak Republic,23.28703,Annual
Total,Switzerland,0.6427115,Annual
Total,Chile,12.72776,Annual
Total,Israel,16.44022,Annual
Total,G7,2.04963,Annual
Total,G20,3.574385,Annual
Total,Czech Republic,36.0493,Annual
Total,Iceland,0.1531788,Annual
Total,Turkey,3.693653e-05,Annual
Total,Estonia,59.61068,Annual
Total,G7,53.36313,Annual
Energy,Finland,3.572905,Annual
Energy,Ireland,7.331731,Annual
Energy,Netherlands,1.467351,Annual
Energy,South Africa,10.61003,Annual
Energy,OECD - Europe,8.129973,Annual
Energy,France,22.66619,Annual
Energy,Netherlands,51.02061,Annual
Food,Australia,3.199086,Annual
Food,Canada,3.311567,Annual
Food,Finland,4.458333,Annual
Food,Germany,1.395858,Annual
Food,Japan,1.200525,Annual
Food,Spain,2.056777,Annual
Food,Denmark,11.61134,Annual
Food,Luxembourg,55.53167,Annual
Food,Switzerland,29.06867,Annual
"Total less food, less energy",Luxembourg,9.5679,Annual
"Total less food, less energy",Canada,1.354939,Annual
"Total less food, less energy",Switzerland,1.998781,Annual
"Total less food, less energy",Iceland,5.052842,Annual
"Total less food, less energy",Belgium,1.612578,Annual
"Total less food, less energy",Spain,2.597411,Annual
"Total less food, less energy",Finland,17.48574,Annual
"Total less food, less energy",Japan,18.59266,Annual
"Total less food, less energy",United Kingdom,49.28129,Annual
"Total less food, less energy",OECD - Europe,11.83102,Annual
Total,Austria,2.70877,Annual
Total,Denmark,6.514837,Annual
Total,Finland,0.754015,Annual
Total,Italy,16.9505,Annual
Total,Portugal,3.218991,Annual
Total,Sweden,-0.1796385,Annual
Total,United Kingdom,3.427615,Annual
Total,United States,4.827003,Annual
Total,Israel,20.30338,Annual
Total,Canada,47.86015,Annual
Total,Iceland,53.05462,Annual
Total,New Zealand,5.419219,Annual
Total,Switzerland,58.82409,Annual
Total,India,19.65814,Annual
Energy,Denmark,9.502301,Annual
Energy,Germany,8.05748,Annual
Energy,Korea,3.699665,Annual
Energy,Norway,0.1284227,Annual
Energy,Sweden,1.561913,Annual
Energy,Israel,-12.34048,Annual
Energy,G7,-0.09728001,Annual
Energy,Finland,9.056464,Annual
Energy,Portugal,1.51851,Annual
Energy,OECD - Total,8.893412,Annual
Food,Australia,11.72493,Annual
Food,Denmark,0.4274579,Annual
Food,Finland,1.93134,Annual
Food,Italy,-0.1443001,Annual
Food,Sweden,6.156134,Annual
Food,United States,3.469165,Annual
Food,Israel,14.00966,Annual
Food,Canada,22.75276,Annual
Food,Hungary,20.15461,Annual
Food,Luxembourg,17.46346,Annual
Food,Sweden,9.872672,Annual
"Total less food, less energy",Portugal,14.68438,Annual
"Total less food, less energy",Canada,1.291251,Annual
"Total less food, less energy",Iceland,2.887117,Annual
"Total less food, less energy",Slovenia,0.3554314,Annual
"Total less food, less energy",New Zealand,2.78082,Annual
"Total less food, less energy",Korea,1.670894,Annual
"Total less food, less energy",Spain,0.9260341,Annual
"Total less food, less energy",Mexico,10.6649,Annual
"Total less food, less energy",United Kingdom,9.259036,Annual
Total,Canada,0.5434783,Annual
Total,Greece,-1.735902,Annual
Total,Ireland,2.358143,Annual
Total,Japan,-0.02499583,Annual
Total,New Zealand,2.376143,Annual
Total,Slovak Republic,6.141988,Annual
Total,United Kingdom,4.6,Annual
Total,Estonia,0.1486849,Annual
Total,Indonesia,3.688618,Annual
Total,G7,0.8668007,Annual
Total,Canada,7.13063,Annual
Total,Hungary,3.129821,Annual
Total,Switzerland,49.21913,Annual
Total,Lithuania,34.13779,Annual
Energy,Canada,9.287327,Annual
Energy,Japan,0.4357671,Annual
Energy,Luxembourg,13.86794,Annual
Energy,Poland,5.817928,Annual
Energy,OECD - Total,12.09631,Annual
Energy,Netherlands,14.58572,Annual
Energy,Sweden,45.32735,Annual
Food,Denmark,2.183121,Annual
Food,Hungary,16.11862,Annual
Food,Japan,4.856029,Annual
Food,Sweden,3.938268,Annual
Food,Euro area (19 countries),4.9,Annual
Food,Canada,17.18704,Annual
Food,Italy,59.58767,Annual
Food,Netherlands,24.39504,Annual
Food,Switzerland,35.60008,Annual
Food,South Africa,12.81064,Annual
"Total less food, less energy",Mexico,23.62575,Annual
"Total less food, less energy",OECD - Europe,10.97183,Annual
"Total less food, less energy",Chile,2.286143,Annual
"Total less food, less energy",Belgium,4.31773,Annual
"Total less food, less energy",Austria,4.34241,Annual
"Total less food, less energy",Slovak Republic,6.679466,Annual
"Total less food, less energy",Lithuania,3.720271,Annual
"Total less food, less energy",Germany,26.39983,Annual
"Total less food, less energy",Costa Rica,30.31209,Annual
"Total less food, less energy",OECD - Europe,9.470966,Annual
Total,Belgium,1.55338,Annual
Total,Germany,1.4703,Annual
Total,Italy,10.79449,Annual
Total,Mexico,13.82684,Annual
Total,Sweden,2.455149,Annual
Total,United States,2.270095,Annual
Total,G7,3.252538,Annual
Total,Australia,7.290457,Annual
Total,Finland,42.28746,Annual
Total,Italy,4.121066,Annual
Total,Netherlands,31.50385,Annual
Total,Sweden,9.083159,Annual
Total,India,2.289938,Annual
Total,South Africa,41.49507,Annual
Energy,Australia,9.450982,Annual
Energy,Canada,9.287327,Annual
Energy,Germany,9.715339,Annual
Energy,Iceland,8.744698,Annual
Energy,Japan,-1.92055,Annual
Energy,New Zealand,2.752379,Annual
Energy,Poland,-0.9583333,Annual
Energy,United Kingdom,11.88341,Annual
Energy,OECD - Europe,19.17717,Annual
Energy,France,58.33305,Annual
Energy,United States,10.79376,Annual
Energy,Slovenia,56.1925,Annual
Food,Australia,10.6089,Annual
Food,Czech Republic,4.913983,Annual
Food,Japan,3.573937,Annual
Food,Norway,4.797219,Annual
Food,Switzerland,2.179998,Annual
Food,United States,2.453962,Annual
Food,Australia,34.85019,Annual
Food,New Zealand,5.751772,Annual
Food,Sweden,18.22455,Annual
Food,G7,52.65382,Annual
"Total less food, less energy",Belgium,1.369301,Annual
"Total less food, less energy",Denmark,0.7044423,Annual
"Total less food, less energy",Spain,1.080211,Annual
"Total less food, less energy",Japan,58.25065,Annual
"Total less food, less energy",G7,30.47904,Annual
Total,Canada,2.080444,Annual
Total,France,2.601979,Annual
Total,Iceland,13.37247,Annual
Total,Luxembourg,3.331667,Annual
Total,Norway,3.250591,Annual
Total,Spain,3.065766,Annual
Total,United States,1.010684,Annual
Total,South Africa,6.13602,Annual
Total,G20,3.061716,Annual
Total,Canada,47.86015,Annual
Total,Hungary,2.990425,Annual
Total,Netherlands,52.4371,Annual
Total,Turkey,6.124321e-05,Annual
Total,OECD - Total,53.69821,Annual
Energy,Ireland,11.97972,Annual
Energy,Mexico,22.24721,Annual
Energy,United Kingdom,5.588235,Annual
Energy,OECD - Total,0.2573974,Annual
Energy,Korea,37.05217,Annual
Energy,OECD - Total,40.23045,Annual
Food,Czech Republic,0.8565781,Annual
Food,Italy,6.00795,Annual
Food,Luxembourg,10.60877,Annual
Food,Israel,13.12617,Annual
Food,Slovenia,4.464705,Annual
Food,G7,0.5361399,Annual
Food,Costa Rica,8.166097,Annual
Food,Hungary,10.46509,Annual
Food,Netherlands,49.01028,Annual
Food,United States,25.96799,Annual
Food,Colombia,50.42982,Annual
"Total less food, less energy",South Africa,5.313762,Annual
"Total less food, less energy",Switzerland,0.3662163,Annual
"Total less food, less energy",Slovenia,1.15439,Annual
"Total less food, less energy",United Kingdom,2.514458,Annual
"Total less food, less energy",Korea,0.3549351,Annual
"Total less food, less energy",Greece,14.27147,Annual
"Total less food, less energy",Germany,51.45643,Annual
"Total less food, less energy",Netherlands,53.41551,Annual
"Total less food, less energy",Sweden,25.56603,Annual
"Total less food, less energy",OECD - Europe,17.44978,Annual
Total,Canada,1.906636,Annual
Total,France,13.64932,Annual
Total,Greece,3.195946,Annual
Total,Iceland,2.055662,Annual
Total,Italy,1.663458,Annual
Total,Korea,10.09667,Annual
Total,Poland,2.491667,Annual
Total,Turkey,12.27896,Annual
Total,Estonia,-0.4445311,Annual
Total,Russia,9.668655,Annual
Total,OECD - Europe,7.986859,Annual
Total,Costa Rica,6.007127,Annual
Total,Canada,11.31815,Annual
Total,Iceland,0.1262237,Annual
Total,Japan,26.64106,Annual
Total,New Zealand,50.21741,Annual
Total,India,47.01944,Annual
Total,OECD - Europe,5.968707,Annual
Energy,Belgium,0.7330465,Annual
Energy,Italy,21.52123,Annual
Energy,Luxembourg,-2.544607,Annual
Energy,Switzerland,3.807529,Annual
Energy,South Africa,14.79984,Annual
Energy,OECD - Europe,8.112062,Annual
Energy,Austria,55.50061,Annual
Energy,Mexico,40.16105,Annual
Energy,Israel,0.001185117,Annual
Energy,European Union – 27 countries (from 01/02/2020),6.2,Annual
Food,Australia,3.059577,Annual
Food,Denmark,9.132889,Annual
Food,Iceland,12.82346,Annual
Food,Japan,5.592097,Annual
Food,Luxembourg,1.383953,Annual
Food,Portugal,1.86454,Annual
Food,United Kingdom,3.127656,Annual
Food,China (People's Republic of),-0.6,Annual
Food,Costa Rica,0.4831476,Annual
Food,Iceland,19.50644,Annual
Food,United States,42.33054,Annual
Food,European Union – 27 countries (from 01/02/2020),-0.2,Annual
"Total less food, less energy",Portugal,0.7381353,Annual
"Total less food, less energy",Iceland,1.123501,Annual
"Total less food, less energy",Sweden,0.1766031,Annual
"Total less food, less energy",Belgium,1.969828,Annual
"Total less food, less energy",Finland,0.9821928,Annual
"Total less food, less energy",Japan,0.01223037,Annual
"Total less food, less energy",Greece,3.145413,Annual
"Total less food, less energy",Greece,7.807977,Annual
"Total less food, less energy",United Kingdom,13.34342,Annual
Total,Austria,2.70877,Annual
Total,France,2.700817,Annual
Total,Ireland,3.069996,Annual
Total,Italy,1.873783,Annual
Total,Netherlands,2.486502,Annual
Total,Poland,35.475,Annual
Total,Switzerland,-0.692552,Annual
Total,South Africa,5.957447,Annual
Total,Euro area (19 countries),3.3,Annual
Total,G20,2.348287,Annual
Total,Belgium,55.10522,Annual
Total,Netherlands,57.5978,Annual
Total,United Kingdom,6.216591,Annual
Total,Indonesia,3.556848,Annual
Total,OECD - Total,12.15185,Annual
Energy,Canada,0.371471,Annual
Energy,Korea,-14.10364,Annual
Energy,New Zealand,5.369004,Annual
Energy,Switzerland,-0.6182851,Annual
Energy,Israel,-0.239952,Annual
Energy,Finland,7.015533,Annual
Energy,France,10.93628,Annual
Energy,Germany,51.52057,Annual
Energy,New Zealand,5.351752,Annual
Energy,United States,42.40289,Annual
Food,Czech Republic,7.973337,Annual
Food,Germany,-0.3357896,Annual
Food,Japan,9.448156,Annual
Food,Portugal,2.087344,Annual
Food,Estonia,8.280923,Annual
Food,Russia,5.672521,Annual
Food,Latvia,16.14383,Annual
Food,Colombia,9.554924,Annual
Food,Canada,13.87594,Annual
Food,Portugal,1.405374,Annual
Food,Brazil,0.0005240602,Annual
Food,OECD - Europe,18.88271,Annual
"Total less food, less energy",Mexico,59.14574,Annual
"Total less food, less energy",Switzerland,0.906262,Annual
"Total less food, less energy",Germany,2.797233,Annual
"Total less food, less energy",Norway,3.302328,Annual
"Total less food, less energy",Slovak Republic,1.029089,Annual
"Total less food, less energy",Estonia,1.866203,Annual
"Total less food, less energy",Greece,3.145416,Annual
"Total less food, less energy",Iceland,39.82756,Annual
"Total less food, less energy",New Zealand,9.603991,Annual
Total,France,3.288898,Annual
Total,Italy,14.79858,Annual
Total,Italy,0.03878675,Annual
Total,Portugal,2.572752,Annual
Total,Turkey,6.362709,Annual
Total,Israel,47.96489,Annual
Total,G7,7.156513,Annual
Total,Saudi Arabia,1.206073,Annual
Total,Germany,28.13927,Annual
Total,Korea,0.3579168,Annual
Total,Portugal,1.044506,Annual
Total,Turkey,49.41062,Annual
Total,Indonesia,2.830482,Annual
Energy,Czech Republic,6.368387,Annual
Energy,Greece,25.36264,Annual
Energy,Japan,5.373601,Annual
Energy,Poland,9.091666,Annual
Energy,Spain,3.681878,Annual
Energy,South Africa,8.558517,Annual
Energy,France,54.78976,Annual
Energy,Netherlands,48.62601,Annual
Energy,United States,50.70357,Annual
Energy,OECD - Europe,35.63822,Annual
Food,Austria,6.393862,Annual
Food,Denmark,2.724595,Annual
Food,Iceland,6.616416,Annual
Food,Italy,1.830437,Annual
Food,New Zealand,10.5907,Annual
Food,Portugal,0.7357428,Annual
Food,China (People's Republic of),2.3,Annual
Food,Israel,20.55722,Annual
Food,OECD - Total,2.753419,Annual
Food,Colombia,8.631759,Annual
Food,Denmark,11.61134,Annual
Food,United States,13.1676,Annual
"Total less food, less energy",France,1.09905,Annual
"Total less food, less energy",Slovenia,0.6879686,Annual
"Total less food, less energy",Hungary,14.40462,Annual
"Total less food, less energy",Japan,-0.3017757,Annual
"Total less food, less energy",Australia,59.76876,Annual
"Total less food, less energy",Japan,35.88839,Annual
"Total less food, less energy",Portugal,55.29428,Annual
"Total less food, less energy",Turkey,33.52606,Annual
Total,Canada,2.14876,Annual
Total,Finland,11.79335,Annual
Total,France,2.098472,Annual
Total,Italy,6.259837,Annual
Total,New Zealand,5.701537,Annual
Total,Spain,8.27229,Annual
Total,United Kingdom,2.7,Annual
Total,Chile,2.557545,Annual
Total,Slovenia,7.891166,Annual
Total,Euro area (19 countries),1.2,Annual
Total,Lithuania,10.92589,Annual
Total,Korea,3.395485,Annual
Total,Korea,57.51025,Annual
Total,Brazil,2.581166e-10,Annual
Total,Israel,2.574865,Annual
Total,OECD - Total,9.919005,Annual
Energy,Austria,-9.491294,Annual
Energy,Hungary,33.9129,Annual
Energy,Japan,6.950077,Annual
Energy,Portugal,6.028116,Annual
Energy,Turkey,-1.938833,Annual
Energy,G7,3.403441,Annual
Energy,Finland,50.28897,Annual
Energy,Netherlands,51.15333,Annual
Energy,European Union – 27 countries (from 01/02/2020),4.1,Annual
Food,Japan,4.269996,Annual
Food,Mexico,28.92045,Annual
Food,United Kingdom,7.8114,Annual
Food,China (People's Republic of),7.2,Annual
Food,Lithuania,-3.953001,Annual
Food,Italy,53.36254,Annual
Food,United States,42.93796,Annual
Food,Costa Rica,58.39176,Annual
Food,OECD - Total,7.402916,Annual
"Total less food, less energy",Ireland,4.947184,Annual
"Total less food, less energy",Canada,1.272842,Annual
"Total less food, less energy",Sweden,0.5114896,Annual
"Total less food, less energy",Latvia,8.281073,Annual
"Total less food, less energy",OECD - Total,2.297212,Annual
"Total less food, less energy",Korea,2.390629,Annual
"Total less food, less energy",G7,1.77849,Annual
"Total less food, less energy",Colombia,8.354836,Annual
"Total less food, less energy",Finland,50.06453,Annual
"Total less food, less energy",Italy,10.8388,Annual
"Total less food, less energy",Israel,59.33018,Annual
Total,France,0.5077588,Annual
Total,Italy,0.03878675,Annual
Total,Luxembourg,1.436591,Annual
Total,New Zealand,8.166666,Annual
Total,Slovak Republic,4.483331,Annual
Total,Spain,4.718413,Annual
Total,Türkiye,37.61479,Annual
Total,OECD - Total,11.25106,Annual
Total,OECD - Europe,7.074915,Annual
Total,G20,6.102135,Annual
Total,France,59.51274,Annual
Total,Greece,1.030624,Annual
Total,New Zealand,0.3558898,Annual
Total,Chile,12.49123,Annual
Total,G7,33.58152,Annual
Energy,Denmark,0.8611215,Annual
Energy,France,7.601017,Annual
Energy,Greece,-10.26859,Annual
Energy,Italy,1.530273,Annual
Energy,Mexico,2.787526,Annual
Energy,New Zealand,10.28474,Annual
Energy,Switzerland,-1.26213,Annual
Energy,Türkiye,9.853599,Annual
Energy,Colombia,5.270342,Annual
Energy,Ireland,15.07418,Annual
Energy,Luxembourg,57.90478,Annual
Energy,Portugal,50.4796,Annual
Energy,Sweden,52.56205,Annual
Energy,Israel,48.20122,Annual
Food,Austria,5.594259,Annual
Food,Italy,11.9656,Annual
Food,Portugal,-1.341978,Annual
Food,Slovak Republic,3.524867,Annual
Food,Costa Rica,8.166097,Annual
Food,Canada,13.80511,Annual
Food,New Zealand,5.160676,Annual
Food,G7,24.04837,Annual
"Total less food, less energy",France,9.194546,Annual
"Total less food, less energy",Italy,2.667614,Annual
"Total less food, less energy",Sweden,2.692443,Annual
"Total less food, less energy",New Zealand,17.15868,Annual
"Total less food, less energy",Australia,3.354381,Annual
